id,host_id,listing_url,name,picture_url,description,instant_bookable,price,property_type,room_type,accommodates,beds,bedrooms,bathrooms,bathrooms_text,latitude,longitude,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,has_wifi,has_tv,has_washer,has_heating_system,has_kitchen
22154904,138771049,https://www.airbnb.com/rooms/22154904,3 bedroom flat in lovely Stockbridge area,https://a0.muscache.com/pictures/cc463ee1-7b4f-489b-aa24-73fcaacfdb5e.jpg,Beautiful 3 bedroom flat (sleeps 5 people) in the trendy Stockbridge area of Edinburgh. It is a 15-20 minute walk from the city centre. <br />I have lived here for over 19 years - it is a great home!,True,178.0,Entire rental unit,Entire home/apt,5,3.0,3.0,1.0,1 bath,55.9568,-3.21959,Comely Bank,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,False,True,True,True
22169723,62925588,https://www.airbnb.com/rooms/22169723,Lovely quiet double room  ideal for Edin Airport.,https://a0.muscache.com/pictures/hosting/Hosting-22169723/original/92259870-65c7-463f-be68-9b0a9d6d4bb2.jpeg,"Cammo is a lovely area, a short drive away from the Centre. Regular buses to City which take 20-30 mins depending on traffic and cost £2 single or you can buy a day ticket.<br /><br />Room is light and airy.  Lovely Bathroom right next to your room with bath & shower for your sole use during your stay.<br /><br />To /from Airport is only 10-15 mins max by Uber/taxi. Cost varies depending on time of day. Uber cheaper usually. Nearest tram stop is Edinburgh Gateway or airport bus stop from Maybury  30 min walk.",False,105.0,Private room in home,Private room,2,1.0,1.0,1.0,1 private bath,55.94961,-3.31543,"Ratho, Ingliston and Gogar",258,4.87,4.95,4.71,4.96,4.97,4.81,4.75,True,False,False,True,False
22191491,162137785,https://www.airbnb.com/rooms/22191491,Cosy place 10min walk from Old Town. Relaxing stay,https://a0.muscache.com/pictures/0fa5a0ed-159a-4a84-9005-374f310ac766.jpg,"Cosy flat with a private entrance. Near Arthur Seat, 10-15min walk to the Old Town.  (with the Castle, great National Museum and locations that inspired the Harry Potter). Plenty of good cafes, pubs and takeaways around the corner.<br /><br />We will leave you some books and guides about Edinburgh, and you can get in touch for trip ideas. But you only need to open the door and wonder around to enjoy this amazing city. <br /><br />Free on-street parking from 5:30pm on Fridays to Monday morning.",False,64.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.94278,-3.17693,Newington and Dalkeith Road,212,4.7,4.79,4.65,4.96,4.96,4.87,4.69,True,True,False,True,True
22218631,3867803,https://www.airbnb.com/rooms/22218631,Bright flat in super neighbourhood close to centre,https://a0.muscache.com/pictures/baf23a6c-157c-4226-a6af-c2ad59e411d5.jpg,"Bright and spacious (85 square metres) top floor apartment situated in the centre of a safe and desirable district of Edinburgh. A lovely 20 minute walk or a short bus ride to the Old Town and city centre. Nearest bus stop close to the flat. Idyllic view from the bedroom. Fully equipped kitchen.  Plenty of boutique shops, cafes and restaurants nearby. <br />Lots of 5* reviews ""Will definitely be back"", ""the neighbourhood is amazing"", ""very spacious and well equipped"".",False,114.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.93627,-3.20774,Merchiston and Greenhill,290,4.78,4.82,4.7,4.84,4.94,4.87,4.71,True,True,True,True,True
22270950,162751778,https://www.airbnb.com/rooms/22270950,Prime City Centre Location,https://a0.muscache.com/pictures/983abbe9-911a-49cd-b848-7ce6cd884c62.jpg,"Prime Location 2min walk to Princess Street, Edinburgh’s main shopping district. <br />Situated right next to the Usher Hall popular event venue.<br />10 min walk to Edinburgh Castle<br />10 min walk to Haymarket Train Station<br />15 min walk to Waverley Train Station<br />5 min walk to Grassmarket - popular bars and restaurants with outside eating.<br /><br />Traditional Edinburgh Style Tenement Building, old quaint Edinburgh style which adds to the character. Situated on the first floor.<br />Local Amenities on Doorstep",False,221.0,Entire rental unit,Entire home/apt,5,3.0,2.0,1.0,1 bath,55.94576,-3.20433,Tollcross,681,4.69,4.8,4.67,4.85,4.85,4.86,4.68,True,True,True,True,True
22341319,163348928,https://www.airbnb.com/rooms/22341319,charm & character on historic Rose Street,https://a0.muscache.com/pictures/35faa7e9-9fa0-492b-b2e8-78a11172bc2d.jpg,"LOVELY, FAMILY RUN, ROSE STREET FLAT, FULL OF CHARACTER IN AN AMAZING LOCATION: 1 bedroom, 1 sofa bed, sleeps 2, in the absolute centre of Edinburgh.  <br /><br />ALSO SEE - ""ST JAMES QUARTER 2 BED APARTMENT"" on host profile, DAVID'S LISTINGS<br /><br />Airport trams stop - 2 mins <br />Waverley station/airport bus - 5 mins<br />Royal Mile - 10 mins<br />Edinburgh Castle - 15 mins",False,164.0,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,1 bath,55.95227,-3.20051,Deans Village,330,4.92,4.93,4.96,4.91,4.96,4.94,4.87,True,True,True,True,True
22388981,129924369,https://www.airbnb.com/rooms/22388981,A Spacious Double Room in Central Edinburgh,https://a0.muscache.com/pictures/miso/Hosting-22388981/original/97a0c410-fdbc-4fb7-a177-c99cdf8a46a9.jpeg,"This is a comfortable top-floor flat (sorry, no lift!) in central Edinburgh. It has recently been refurbished with new kitchen, bathroom, wood flooring etc.It is a double bedroom with a king size bed and is equipped with a wardrobe, a desk, a stool.",False,59.0,Private room in condo,Private room,2,1.0,1.0,1.0,1 shared bath,55.96103,-3.17148,Easter Road and Hawkhill Avenue,182,4.66,4.72,4.32,4.88,4.89,4.68,4.58,True,True,False,True,False
22478625,93973579,https://www.airbnb.com/rooms/22478625,"Private en-suite room, self check in (no contact)",https://a0.muscache.com/pictures/322f8fa4-ecc7-4ab7-91f2-8a17402fac9c.jpg,"Our elegant room is the perfect place to stay when visiting Edinburgh. There is a comfy double bed and a beautiful en-suite, secluded from the main house; with a small peaceful garden area and a private entrance. Based in the quiet suburb of Blackhall, we are only a couple of miles from the city centre - with dozens of express buses on a few minutes walk from the house; whilst at the same time ideally situated for journeys to and from the airport.",False,110.0,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95873,-3.25512,Blackhall,817,4.88,4.93,4.91,4.92,4.92,4.79,4.8,True,True,False,True,False
22502394,37219812,https://www.airbnb.com/rooms/22502394,Immaculate 3 Bed Apartment with Private Entrance,https://a0.muscache.com/pictures/airflow/Hosting-22502394/original/6dba5916-c81c-49cc-9ff7-7ba714826607.jpg,"Recently Renovated to a high standard, we have a lovely  3 bedroom, 2 bathroom apartment (1 is an en-suite) is a high specification garden level apartment.<br /><br />The property has a private courtyard entrance and finished perfectly. <br /><br />Bus stop directly outside for easy access to the city or walking distance to city is only 10 mins, the garden apartment is ideally located for staying in Edinburgh. Easy and available parking nearby. <br /><br />Located next door to the Royal Botanical Gardens.",False,518.0,Entire condo,Entire home/apt,8,6.0,3.0,2.0,2 baths,55.96843,-3.20655,"Inverleith, Goldenacre and Warriston",124,4.93,4.96,4.98,4.98,4.98,4.82,4.86,True,True,True,True,True
22503332,49180509,https://www.airbnb.com/rooms/22503332,Spacious 2  Bedroom Apartment,https://a0.muscache.com/pictures/fb2b0df8-4f8a-40c2-bdf7-3ddd2c7a0023.jpg,"Brimming with period charm a 2 bedroom with 2 king size beds & large sofa bed, second floor apartment offers spacious, comfortable, clean accommodation in the heart of desirable Murrayfield.  Excellent local amenities, cafes, bars & independent shops. The PERFECT base for exploring the City of Edinburgh. Regular buses 5 mins to city centre. From Edinburgh airport: Skylink 100 via Murrayfield, and City Tram to Murrayfield Station,  the apartment is a 5 min walk from the stop.",True,314.0,Entire condo,Entire home/apt,4,3.0,2.0,1.0,1 bath,55.94541931152344,-3.234405994415283,Balgreen and Roseburn,76,4.95,4.92,4.92,4.97,4.99,4.88,4.85,True,True,True,True,True
22568352,6200921,https://www.airbnb.com/rooms/22568352,Elegant 2 bed 2 shower flat Victorian charm,https://a0.muscache.com/pictures/miso/Hosting-22568352/original/24b8ee6b-9f1f-4203-b9f2-a28cce293f06.jpeg,"Location, location, location!<br /><br />Your stay in Edinburgh is limited, so make sure you stay in the best apartment, and in the best location.<br />Whilst there are many properties in Edinburgh, we are confident that Castle View Grindlay Street is amongst the very best, and provides levels of comfort, cleanliness and convenience that are truly unique.<br /><br />*Please note - we don't accept stag / hen or parties of any kind*<br />Please also note that the rear garden is no longer accessible.",False,341.0,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2 baths,55.94645,-3.20447,Tollcross,203,4.85,4.88,4.89,4.96,4.95,4.96,4.7,True,True,True,True,True
22653201,108332104,https://www.airbnb.com/rooms/22653201,Luxury Morningside Apartment with Private Entrance,https://a0.muscache.com/pictures/60cd7ce1-096d-41c1-842e-0cc603faed73.jpg,"Jordan Lane is located right at the heart of Morningside, along a quiet side street that is within easy walking distance of the main shopping area, Morningside Road. The property is the perfect base to explore Edinburgh and the surrounding areas from.",True,156.0,Entire rental unit,Entire home/apt,3,2.0,2.0,1.0,1 bath,55.92847,-3.20628,Morningside,344,4.91,4.92,4.87,4.91,4.97,4.94,4.81,True,True,True,True,True
22661721,166942917,https://www.airbnb.com/rooms/22661721,Cozy bedroon with private bathroom in shared flat,https://a0.muscache.com/pictures/hosting/Hosting-22661721/original/1b3a311b-dfd0-44ba-8bfd-35a1b6ff7649.jpeg,"We’re a friendly couple happy to host you in our home, where you’ll have access to a comfortable bedroom and private bathroom. Our location is ideal—situated between the city center and Leith, one of Edinburgh’s most charming neighborhoods. Just a 25-minute walk from Princes Street and Waverley Station, we offer excellent transport links across the city. You’ll be surrounded by bars, restaurants, and parks—perfect for enjoying Edinburgh’s vibrant nightlife or unwinding after a day of exploring.",False,66.0,Private room in condo,Private room,2,1.0,1.0,1.0,1 private bath,55.96779,-3.18064,Pilrig,118,4.89,4.92,4.97,4.96,4.96,4.6,4.68,True,False,False,True,False
22699249,167330341,https://www.airbnb.com/rooms/22699249,Cordiners - Castle view flat in Edinburgh centre,https://a0.muscache.com/pictures/miso/Hosting-22699249/original/8c62f659-bbc4-462d-853c-4047949ed48a.jpeg,"This is a homely flat in a truly fantastic location right in the heart of the historic Old Town. Very close to a range of cafes, bars and restaurants. The Airlink 300 bus stops just minutes from the flat.  <br /> <br />The flat itself is very cosy, with a comfortable double bed and a sofa bed that can be used to sleep an additional 2 guests in the living room. The kitchen is well equipped should you wish to cook during your stay. This is the perfect place for couples, solo and business travellers alike.",False,162.0,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,1 bath,55.946316,-3.200077,Tollcross,220,4.67,4.73,4.55,4.64,4.85,4.98,4.51,True,True,True,True,True
22702314,111408683,https://www.airbnb.com/rooms/22702314,Spacious Apartment close to Princes Street,https://a0.muscache.com/pictures/prohost-api/Hosting-22702314/original/214478e5-d5b2-4212-89f4-aa376a6697d4.jpeg,"✔ Vibrant flat ideally located in West End<br />✔ 1 bedroom<br />✔ 1 bathroom<br />✔ Well-equipped kitchen with all necessary appliances<br />✔ 13-minute walk to Dean Village<br />✔ 14-minute walk to the Scottish National Gallery of Modern Art <br />✔ 18-minute walk to the Edinburgh Castle<br />✔ 4-minute walk to Haymarket train station<br />✔ An extensive area guide is provided, and we are available 24/7<br />✔ Essentials, linens, towels, and WiFi are provided",True,140.0,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,1 bath,55.94697189331055,-3.214689016342163,Tollcross,205,4.72,4.8,4.68,4.88,4.81,4.83,4.58,True,True,True,True,True
22790900,168389398,https://www.airbnb.com/rooms/22790900,Double room in clermiston,https://a0.muscache.com/pictures/f0404e40-7f09-41c0-b776-f6082e88c9c6.jpg,"A double bedroom in a neat and clean flat of 2 bedrooms <br />Free wifi<br />3 minutes walk from bus stop ( bus no. 26 (24 hour)25 min to city centre , 1, 21, <br />skyline 200 (24 hour)15 mins from the Edinburgh airport<br />25 min by bus to Haymarket train station",True,415.0,Private room in home,Private room,2,1.0,1.0,1.0,1 shared bath,55.95374,-3.28803,Clermiston and Drumbrae,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,False,True,True,True
22841446,4051935,https://www.airbnb.com/rooms/22841446,Colourful & Peaceful Flat in the City Centre,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjI4NDE0NDY%3D/original/331d18a8-842b-421b-89f0-51665446dd63.jpeg,"A colourful, stylish, luxurious and modern flat in Edinburgh's Southside area - part of the beautiful and lively Old Town.<br /><br />On a bustling street with all amenities and a few minutes walk to most attractions-  a perfect base for exploring the city or any of the festivals. With acoustic glass fitted, it is a tranquil respite after a long day sightseeing where you can cook, unwind or visit nearby bars and restaurants <br /><br />Child friendly - travel cot, high chair etc<br /><br />Edinburgh Council license granted.",False,219.0,Entire condo,Entire home/apt,4,4.0,2.0,1.0,1 bath,55.944096,-3.183464,"Canongate, Southside and Dumbiedykes",231,4.88,4.94,4.83,4.92,4.93,4.9,4.81,True,True,True,True,True
22843748,11532390,https://www.airbnb.com/rooms/22843748,Carlotta Guest House in Peaceful South Edinburgh,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjI4NDM3NDg%3D/original/2a54eced-036d-440f-8fe2-45ca32dfabcb.jpeg,"Featured in TimeOut's Top 15 Airbnbs in Edinburgh, our charming retreat welcomes you with tranquil pastel hues. Unwind in style with Netflix entertainment & private parking. Whether you're a solo adventurer, a couple seeking a romantic getaway, a small family, or a busy professional, our haven caters to your needs. Experience seamless arrival with our self checkin key safe, ensuring your journey begins stress-free. We can't wait to welcome you! ☺️",False,115.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.91134,-3.14447,Liberton East,674,4.97,4.96,4.97,4.96,4.97,4.84,4.92,True,True,True,True,True
22895337,169458732,https://www.airbnb.com/rooms/22895337,Private Guest Suite in Georgian Townhouse in City Centre,https://a0.muscache.com/pictures/bb613ad9-2683-4532-9a43-b55b32cc96a8.jpg,"Our home is in the heart of Edinburgh's New Town and very close to Stockbridge, a bustling and popular suburb of the city. <br /><br />The townhouse is over 200 years old and has some great period features.<br /><br />I am more than happy to help you with any questions you might have about the city and can provide some great tips and recommendations.<br /><br />We will be around if needed but respect your privacy.<br /><br />The townhouse is situated in the centre of Edinburgh so there will be some traffic noise.",False,276.0,Private room in townhouse,Private room,2,1.0,1.0,1.5,1.5 baths,55.95769882202149,-3.204166889190674,New Town West,366,4.99,4.99,4.99,5.0,5.0,4.99,4.95,True,True,True,True,True
22899960,169497083,https://www.airbnb.com/rooms/22899960,"Bright, stylish flat with beautiful views",https://a0.muscache.com/pictures/068049e8-7b87-4e74-b892-55f954a1424b.jpg,"Bright, welcoming flat with stunning views provides luxury accommodation in an ideal location.  The interior is new and modern and is furnished and equipped to a high standard.<br /><br />The flat is within easy walking reach of great restaurants, bars and shops, and city centre attractions can be reached easily on foot in around 30 minutes or in 10-15 minutes by the numerous public transport links nearby.<br /><br />Perfect for couples, solo or business travellers, looking for beautiful, relaxing accommodation.",False,130.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.93059,-3.20443,Morningside,106,5.0,4.98,4.99,5.0,4.99,4.97,4.9,True,True,True,True,True
22982488,59200975,https://www.airbnb.com/rooms/22982488,"4 Bed, Grassmarket, Castle View apartment!",https://a0.muscache.com/pictures/f14aa7c2-8bcc-4c74-9327-7154ba9e4e0f.jpg,"Spacious and bright 4-bedroom apartment perfectly located in Edinburgh’s historic Old Town. Directly across from The Elephant House, where J.K. Rowling wrote Harry Potter, and just steps from Greyfriars Bobby. Enjoy direct views of Edinburgh Castle and walk to the Royal Mile, Grassmarket, and George IV Bridge. Surrounded by lively pubs, restaurants, and cafés. Waverley Station and airport links are nearby.",False,589.0,Entire serviced apartment,Entire home/apt,8,4.0,4.0,1.0,1 bath,55.94752,-3.19232,"Old Town, Princes Street and Leith Street",104,4.72,4.82,4.8,4.92,4.89,4.86,4.53,True,True,True,True,True
22984158,8930689,https://www.airbnb.com/rooms/22984158,"Leith, spacious, bright and quiet 2 bedroom flat",https://a0.muscache.com/pictures/airflow/Hosting-22984158/original/5dd62404-9316-47d7-98d2-605563bbded4.jpg,"Situated on the first floor the apartment  has been fully renovated including new kitchen and bathroom .  It has excellent transport links and is in the middle of Leith , just off Easter road but in a quiet landscaped cul-de-sac. Be in the centre of Edinburgh without the noise or hassle.  The neighbourhood is residential and a real community . could you read through all listing details before booking to make your arrival and stay more comfortable",False,145.0,Entire condo,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.96486,-3.16979,South Leith,42,4.95,4.98,4.83,4.9,4.98,4.86,4.83,True,True,True,True,True
23022057,89270887,https://www.airbnb.com/rooms/23022057,Regal Art Filled Apartment with Secret Bedroom,https://a0.muscache.com/pictures/e59da02d-3ae4-453a-9626-ad5463d85df5.jpg,"This is a tastefully decorated property, combining wood panelled walls with wonderful art. There are hundreds of books for you to peruse during your stay. The bathroom has an amazing large shower with underfloor heating, which extends into the living area, under the natural wooden floors. You will find a well equipped kitchen that has everything you need, should you decide to cook during your stay.<br /><br />You will have access to the entire property during your stay.<br /><br />I will be available via text, phone, or email.<br /><br />The property is in the beautiful and historic old town, minutes from the castle and an abundance of wonderful restaurants, bars, and coffee shops. Furthermore the property is only a short walk from the train station and rail links to the airport.<br /><br />The flat is minutes away from Waverley train station and tram links to the airport.<br /><br />The flat is supplied with fresh linen and towels.",True,144.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95047,-3.18806,"Old Town, Princes Street and Leith Street",328,4.78,4.88,4.74,4.67,4.97,4.97,4.68,True,True,True,True,True
23032556,169692478,https://www.airbnb.com/rooms/23032556,"Queen Street, Flat 3",https://a0.muscache.com/pictures/d13f1295-228c-421e-879e-ae0b094e49d5.jpg,"Located in the New Town, across the road from Queen Street Gardens, this beautifully renovated modern, contemporary apartment is on the ground floor of a distinguished 1794 Georgian townhouse. Our property is ideally situated right on the tram line offering hassle-free access to Murrayfield Stadium. Whether you're attending a rugby match, concert, or event, you can hop on the tram at Princes Str stop and arrive at Murrayfield in just 35 minutes. Say goodbye to parking headaches and enjoy the con",False,311.0,Entire rental unit,Entire home/apt,7,4.0,3.0,2.0,2 baths,55.953678798117295,-3.1998631558772863,New Town West,122,4.87,4.89,4.85,4.96,4.96,4.99,4.69,True,True,True,True,True
23034484,87762710,https://www.airbnb.com/rooms/23034484,Castle Wynd North - Historic flat w Castle Views,https://a0.muscache.com/pictures/prohost-api/Hosting-23034484/original/d17b2ae4-f3e2-4282-a11e-1f62b2b45838.jpeg,"Immediately next to Edinburgh Castle with stunning views. Right in the heart of the old town, this apartment is a fantastic festival location close to bars, restaurants, museums and stunning architecture. Princes Street and George Street are only a 10-minute stroll away. There are 18 steps leading to the flat, which is on the first floor. <br /> <br />There are great transport links all over the city with buses from the Royal Mile 24 hours a day. <br /> <br />Original floorboards and windows were recently renovated",False,167.0,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2 baths,55.94855,-3.19618,"Old Town, Princes Street and Leith Street",422,4.75,4.82,4.75,4.84,4.93,4.95,4.66,True,True,True,True,True
23039864,37563463,https://www.airbnb.com/rooms/23039864,Royal Mile Apartment in Prime Location,https://a0.muscache.com/pictures/43c01e91-6cb0-4393-8f48-2704a6148ad0.jpg,"✔ Delightful flat nicely nestled at the heart of Edinburgh <br />✔ 1 bedroom <br />✔ 1 bathroom <br />✔ Well-equipped kitchen with all necessary appliances <br />✔ 3-minute walk to Cockburn Street <br />✔ 6-minute walk to Edinburgh Castle <br />✔ 7-minute walk to Scott Monument <br />✔ 10-minute walk to Calton Hill <br />✔ 10-minute walk to Princes Street Garden <br />✔ 4-minute walk to Edinburgh Waverley Train Station <br />✔ An extensive area guide is provided, and we are available 24/7 <br />✔ Essentials, linens, towels, and WiFi are provided",True,155.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.950172424316406,-3.189023971557617,"Old Town, Princes Street and Leith Street",201,4.62,4.78,4.77,4.65,4.81,4.84,4.55,True,True,True,True,True
23050436,169692478,https://www.airbnb.com/rooms/23050436,2 Bedroom/2 Bath Suite in Heart of Edinburgh,https://a0.muscache.com/pictures/20649266-de0e-4f58-b97c-0a6c3e20c6ea.jpg,"Located in the New Town, across the road from Queen Street Gardens, this beautifully renovated modern, contemporary apartment is on the first floor of a distinguished 1794 Georgian townhouse. Our property is ideally situated right on the tram line offering hassle-free access to Murrayfield Stadium. Whether you're attending a rugby match, concert, or event, you can hop on the tram at Princes Str stop and arrive at Murrayfield in just 35 minutes. Say goodbye to parking headaches and enjoy the conv",False,230.0,Entire rental unit,Entire home/apt,5,3.0,2.0,2.0,2 baths,55.95542,-3.20139,New Town West,156,4.88,4.92,4.88,4.93,4.9,4.96,4.74,True,True,True,True,True
23051893,169692478,https://www.airbnb.com/rooms/23051893,Luxury 2 Bedroom/2 Bath Apartment in New Town,https://a0.muscache.com/pictures/miso/Hosting-23051893/original/f4edd8b3-7b8d-4098-a133-be4b68cff588.jpeg,"Located in the New Town, across the road from Queen Street Gardens, this beautifully renovated modern, contemporary apartment is on the second floor (2 flights of stairs, 47 steps) of a distinguished 1794 Georgian townhouse. Our property is ideally situated right on the tram line offering hassle-free access to Murrayfield Stadium. Whether you're attending a rugby match, concert, or event, you can hop on the tram at Princes Str stop and arrive at Murrayfield in just 35 minutes. Say goodbye to par",False,226.0,Entire rental unit,Entire home/apt,5,3.0,2.0,2.0,2 baths,55.95326,-3.19964,"Old Town, Princes Street and Leith Street",144,4.87,4.94,4.91,4.97,4.97,4.98,4.74,True,True,True,True,True
23069660,37563463,https://www.airbnb.com/rooms/23069660,Gorgeous 2-bedroom flat in Stockbridge,https://a0.muscache.com/pictures/prohost-api/Hosting-23069660/original/c541ae42-0652-43f3-bb8f-eeba2a1b7dce.jpeg,"✔ Charming 2-bedroom flat, nicely based in Stockbridge <br />✔ 2 bedrooms <br />✔ 1.5 bathrooms <br />✔ Well-equipped kitchen  <br />✔15-minute walk to  Botanical Garden <br />✔ Next to Stockbridge Market <br />✔ West End train station in a walking distance <br />✔ An extensive area guide is provided, and we are available 24/7 <br />✔ Essentials, linens, towels, and WiFi are provided",True,260.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.5,1.5 baths,55.95758,-3.2133,Stockbridge,47,4.66,4.83,4.79,4.77,4.79,4.87,4.57,True,True,True,False,True
23089449,171475744,https://www.airbnb.com/rooms/23089449,Log Fire Edinburgh City Centre Apartment,https://a0.muscache.com/pictures/a075c63b-e993-4fe1-92fd-a6bf96af3ca1.jpg,"Our traditional Victorian apartment is on the top floor in the heart of Edinburgh, with spectacular views of Calton Hill. Only a 10 minute walk from the city centre, this is a great location for exploring Edinburgh or alternatively for getting away from it all and enjoying sitting in front of our log burning stove. we are fully licensed with Edinburgh Council and have all the necessary safety Certificates We know how important holidays are, so if you have any questions, please drop us an email",True,200.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.95965,-3.18123,Hillside and Calton Hill,392,4.92,4.91,4.89,4.94,4.96,4.96,4.88,True,True,True,True,True
23097413,171568689,https://www.airbnb.com/rooms/23097413,"Stylish, Cosy Corner Apartment Near Royal Botanic Gardens",https://a0.muscache.com/pictures/4a5ace57-374a-4105-ad69-a9860b6a52cb.jpg,"My flat is on the ground floor . Lovely restaurants and coffee shops very close by . Waitrose is a 5/10 minute walk and there is a Scotmid and small Sainsbury's in opposite direction again no more than 5/10 minute walk . Local delicatessens and beautiful cheese shops very close by. Beautiful Royal Botanic Gardens very close by . Modern art galleries 10/15 min walk which both have lovely coffee shop/ restaurants .<br /><br />Guests will have full access to the entire property and small patio area outside patio doors in flat . Great for coffee or glass of wine of which both are supplied. I will meet you at the flat to show you found and give you keys and my mobile no .<br /><br />I live about 15 minutes from flat . I'm available by text or mobile<br /><br />The apartment is set in trendy Stockbridge. There are many restaurants, coffee shops, delicatessens, and bars close by, and it's also near the Royal Botanical Gardens. Within walking distance are two modern art galleries, both with ni",False,150.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95727,-3.21623,Comely Bank,407,4.95,4.96,4.93,4.95,4.95,4.94,4.87,True,True,True,True,True
23121466,15566095,https://www.airbnb.com/rooms/23121466,Spacious & Contemporary Apartment in Heart of City,https://a0.muscache.com/pictures/094c3026-7dfa-4dac-a22b-fb346467f3b7.jpg,"This truly magnificent apartment is in the very best location, accommodating up to 8 guests in the heart of the city centre. Guests enjoy 3 double bedrooms, 2 with en-suite shower rooms and a separate bathroom with bath & shower. Spectacular views of Edinburgh Castle, and oodles of space and light throughout. We have baby cots & high chairs for guests with babies/toddlers. There is no parking with the apartment but there are several car parks nearby.",True,236.0,Entire rental unit,Entire home/apt,8,3.0,3.0,3.0,3 baths,55.95379,-3.20075,Deans Village,507,4.68,4.73,4.55,4.9,4.86,4.97,4.61,True,True,True,True,True
23127505,50299257,https://www.airbnb.com/rooms/23127505,Charismatic and delightful apartment,https://a0.muscache.com/pictures/hosting/Hosting-23127505/original/d05f6afc-e0b5-4f23-b747-181207568cd2.jpeg,"Traditional Edinburgh tenement flat located on the second floor and recently refurnished. Accommodation comprises of hall, bedroom with kingsize bed, lounge/kitchen with original wooden floors and bathroom with shower (central heating and double glazed). <br /><br />Leith Walk has a wealth of independent cafes, bars, restaurants and shops, combined with charity and second hand clothes, books, music and furniture shops!<br /><br />We’re also on the tram route so easy access direct from the airport ☺️",False,128.0,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.96345,-3.17893,Pilrig,327,4.96,4.96,4.95,4.94,4.97,4.86,4.84,True,True,False,True,True
23201120,15566095,https://www.airbnb.com/rooms/23201120,Magnificent Apartment with Edinburgh Castle Views,https://a0.muscache.com/pictures/c9707018-f249-495b-bd3f-ed4ad1bd4ed0.jpg,"This truly magnificent apartment is in the very best location, accommodating up to 8 guests in the heart of the city centre. Guests enjoy 3 double bedrooms, 2 with en-suite shower/bath rooms and a separate bathroom with bath & shower. Spectacular views of Edinburgh Castle, and oodles of space and light throughout. We have baby cots & high chairs for guests with babies/toddlers. There is no parking with the apartment but there are several car parks nearby.",True,263.0,Entire rental unit,Entire home/apt,8,4.0,3.0,3.0,3 baths,55.95162,-3.19901,"Old Town, Princes Street and Leith Street",507,4.67,4.73,4.57,4.9,4.86,4.91,4.65,True,True,True,True,True
23292765,173414495,https://www.airbnb.com/rooms/23292765,Canalside retreat - City Centre,https://a0.muscache.com/pictures/afa9bad3-a345-4fc4-b088-5002b70e06d7.jpg,"A beautiful quiet canalside apartment in the centre of the city, restaurants, cafés and supermarkets all close by.  Perfect for those looking to tour the city or those working in the Centre and Fountainbridge areas.",True,236.0,Entire rental unit,Entire home/apt,4,3.0,2.0,1.0,1 bath,55.94302,-3.20478,Tollcross,233,4.96,4.96,4.91,4.97,4.97,4.82,4.83,True,True,True,True,True
23348605,173955601,https://www.airbnb.com/rooms/23348605,3 Bedroom Waterfront Apartment with Stunning Views,https://a0.muscache.com/pictures/475389ff-4195-482b-8c9e-3abc319d7182.jpg,"Beautiful 3 bedroom apartment and balcony with stunning views of the Firth of Forth, bridges and harbour.",True,289.0,Entire rental unit,Entire home/apt,6,5.0,3.0,2.0,2 baths,55.98635,-3.18799,Western Harbour and Leith Docks,65,4.85,4.94,4.77,4.85,4.78,4.92,4.65,True,True,True,True,True
