id,host_id,listing_url,name,picture_url,description,instant_bookable,price,property_type,room_type,accommodates,beds,bedrooms,bathrooms,bathrooms_text,latitude,longitude,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,has_wifi,has_tv,has_washer,has_heating_system,has_kitchen
1163127517127441993,459583827,https://www.airbnb.com/rooms/1163127517127441993,The heart of historic Old Town with Castle Views,https://a0.muscache.com/pictures/miso/Hosting-1163127517127441993/original/1ed49e78-af58-443c-ae2e-bd5a0e725e0c.jpeg,"Welcome to our newly renovated, stylish apartment located in the heart of Edinburgh's Old Town, right in the vibrant Grassmarket area. With breathtaking views of Edinburgh Castle, this modern and chic apartment offers the perfect blend of historical charm and contemporary comfort.<br /><br />Nestled in the iconic Grassmarket, you'll be just steps away from Edinburgh's top attractions, restaurants, and shops. Enjoy unparalleled views of Edinburgh Castle from the comfort of your living room.",False,225.0,Entire rental unit,Entire home/apt,2,0.0,1.0,1.0,1 bath,55.94707099999999,-3.1983339,"Old Town, Princes Street and Leith Street",54,4.87,4.89,4.76,4.78,4.83,5.0,4.69,True,True,True,True,True
1163132051174489528,459583827,https://www.airbnb.com/rooms/1163132051174489528,The heart of Central Old Town with Castle Views,https://a0.muscache.com/pictures/miso/Hosting-1163132051174489528/original/33792b39-160b-4a74-947a-bd44c2f4383e.jpeg,"Welcome to our newly renovated, stylish apartment located in the heart of Edinburgh's Old Town, right in the vibrant Grassmarket area. With breathtaking views of Edinburgh Castle, this modern and chic apartment offers the perfect blend of historical charm and contemporary comfort.<br /><br />Nestled in the iconic Grassmarket, you'll be just steps away from Edinburgh's top attractions, restaurants, and shops. Enjoy unparalleled views of Edinburgh Castle from the comfort of your living room.",False,228.0,Entire rental unit,Entire home/apt,2,0.0,1.0,1.0,1 bath,55.94672,-3.19756,"Old Town, Princes Street and Leith Street",47,4.81,4.87,4.79,4.6,4.68,4.91,4.62,True,True,True,True,True
1163143716153995527,692387,https://www.airbnb.com/rooms/1163143716153995527,Oasis of calm in Edinburgh,https://a0.muscache.com/pictures/hosting/Hosting-1163143716153995527/original/000d4c64-acad-4b7e-9c2d-4e67ffd116d0.jpeg,"Keep it calm at my peaceful flat in Bruntsfield, just to the south of Edinburgh’s historic centre. Lots of great eateries and coffee shops nearby. 20-30 minutes walk to many of the city’s major tourist attractions. This is the perfect spot for a break in this unique and beautiful city.",True,77.0,Private room in rental unit,Private room,1,1.0,1.0,1.0,1 shared bath,55.93984633192035,-3.2072219252586365,Bruntsfield,91,4.97,4.98,4.98,4.92,4.98,4.93,4.86,True,False,True,True,True
1163471534483047944,65270182,https://www.airbnb.com/rooms/1163471534483047944,Edinburgh Lauriston 4 bedrooms 7 beds  duplex,https://a0.muscache.com/pictures/hosting/Hosting-1163471534483047944/original/ef8fd4b0-dcbe-45e2-a609-a9280c1e809b.jpeg,"Get comfortable and enjoy plenty of extra room at this spacious place. Just a few minutes away from restaurants, bbq,bars,breveries and so much more,this apartment is perfect for weekend getaway, business trip, family friends gather.<br />Unbeatable location, Edinburgh castle, national musiun,national gallery,princess street and othe attactions are only 10-15 minutes on foot.<br />This place is in the cebtre of fringe events.",False,324.0,Entire rental unit,Entire home/apt,10,7.0,4.0,2.0,2 baths,55.94369929498691,-3.2027674466371536,Tollcross,20,4.8,4.8,4.7,4.95,4.95,4.9,4.65,True,True,True,True,True
1164046799415493307,344461268,https://www.airbnb.com/rooms/1164046799415493307,3 bedroom beautiful apartment,https://a0.muscache.com/pictures/hosting/Hosting-1164046799415493307/original/ea318972-263a-4b28-ab05-445e1dea1b48.jpeg,"3 bedroom (3 double beds) beautiful apartment overlooking the Royal Yacht Britannia. <br />Two bathrooms (one en-suite), all amenities provided as well as a balcony overlooking the Royal Yacht Brittania. Excellent transport service with all local amenities in walking distance and tram outside the apartment that takes 7 mins to Princes Street.",False,246.0,Entire rental unit,Entire home/apt,5,2.0,3.0,2.0,2 baths,55.97906839290373,-3.180741816759109,Western Harbour and Leith Docks,0,,,,,,,,False,False,True,True,True
1164515200556819666,148245196,https://www.airbnb.com/rooms/1164515200556819666,Room next to Murrayfield Stadium,https://a0.muscache.com/pictures/hosting/Hosting-1164515200556819666/original/0e4ed270-4156-4895-bc0e-6731896654a0.jpeg,Small double room available for one guest. <br /><br />There is no use of the kitchen. <br /><br />You will be close to everything when you stay at this centrally-located place. The property is located across from a tram stop and next to Murrayfield Stadium. <br /><br />The home is also resident to a 5 year old ShihTzu.,True,73.0,Private room in rental unit,Private room,1,1.0,1.0,1.0,1 shared bath,55.94264709358964,-3.2378168776631355,Balgreen and Roseburn,9,5.0,4.89,4.89,5.0,5.0,5.0,4.89,False,False,False,False,False
1165228639414468000,188168242,https://www.airbnb.com/rooms/1165228639414468000,Beautiful Apartment with Garden,https://a0.muscache.com/pictures/hosting/Hosting-1165228639414468000/original/748cad7e-51d4-43ee-b7ab-7a8ed58d55de.jpeg,"This beautiful, spacious 1-bedroom period apartment is ideal for 2 people looking for a relaxing stay in Edinburgh. You will benefit from the private south-facing back garden for sunny days. A wood burner is available for the colder winter months. The apartment is a 2 minute walk from the bustling neighbourhood of Bruntsfield with a variety of restaurants, cafes and independent shops. Edinburgh Old Town is a 30 minute walk or 15 minute bus ride away. Murrayfield Stadium is a 30 minute walk.",False,171.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.93446,-3.21203,Bruntsfield,16,4.75,4.88,4.56,5.0,5.0,5.0,4.25,True,True,True,False,True
1165694965418332867,9212543,https://www.airbnb.com/rooms/1165694965418332867,Apartment in Edinburgh,https://a0.muscache.com/pictures/hosting/Hosting-1165694965418332867/original/6c5f08dc-6ed6-40ef-8a86-c6dbb78026a0.jpeg,"Self contained ground floor annexe of hosts private house, close to Edinburgh city centre in the Duddingston/Portobello district. Guests have own private access, with no shared facilities. Very good transport links to centre of town or down East Coast. Portobello beach with lovely promenade with bars and cafes, 15 minute walk. Arthurs Seat and Holyrood park within easy walking distance.",False,108.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.94737,-3.13134,Duddingston and Portobello South,58,4.95,4.98,4.95,5.0,5.0,4.86,4.84,True,True,False,True,False
1165912931503583024,24476309,https://www.airbnb.com/rooms/1165912931503583024,Beautiful Victorian flat,https://a0.muscache.com/pictures/miso/Hosting-1165912931503583024/original/0a099391-e475-445c-9a9c-713db55ed56d.jpeg,"Double room available in a beautiful Victorian tenement. <br /><br />The flat itself dates from the 1890s, and holds many of the original features - cornicing, wooden flooring, fireplace, and Edinburgh presses. The windows are large and south facing, with partial views of Calton Hill in the distance. It's a 20 minute walk from Waverley Train Station, and is situated just around the corner from bus & tram stops on the vibrant Leith Walk. There are many lovely restaurants, cafes, and bars nearby.",False,75.0,Private room in rental unit,Private room,2,1.0,1.0,1.0,1 shared bath,55.96257015856808,-3.176799353427194,Leith (Albert Street),68,4.99,4.97,4.97,4.97,4.99,4.94,4.87,True,False,True,True,True
1165937994705521305,546644261,https://www.airbnb.com/rooms/1165937994705521305,Stunning City Centre Apartment,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2NTkzNzk5NDcwNTUyMTMwNQ%3D%3D/original/67d39e79-8e8f-4818-846a-65f5cae4a410.jpeg,"Stunning Apartment In The City Centre With Amazing Views Of Edinburgh Castle.<br /><br />Based On The GrassMarket You Won't Get A better Location to Explore the Beautiful City Of Edinburgh.<br /><br />5 Minute Walk To Edinburgh Castle, 5 Minutes to The Royal Mile.<br /><br />Bars, Restaurants And Shops All On Your Door Step.<br /><br />Property Has Been Fully Renovated.<br /><br />King Size Bed<br /><br />Sofa Bed<br /><br />Sleeps 4",True,174.0,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,1 bath,55.94659495933885,-3.199373446404934,"Old Town, Princes Street and Leith Street",108,4.83,4.87,4.93,4.88,4.94,4.95,4.77,True,True,True,True,True
1166537224928692381,580115737,https://www.airbnb.com/rooms/1166537224928692381,"House with parking, near city centre, sleeps 5",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2NjUzNzIyNDkyODY5MjM4MQ%3D%3D/original/d987e70f-cfb4-4de4-b17d-18692794ad6c.jpeg,"Highly desirable 2 bedroom semi-detached house  located in the popular Bellevue area of Edinburgh, bordering the celebrated new town and 5 minutes walk to Elm Row. Princes Street and George Street are within easy walking distance. There are a number of leisure options including restaurants, theatres and cinemas. There are various local parks nearby  and the Royal Botanic Gardens and the riverbank walks along the Water of Leith are also within close proximity.",True,177.0,Entire home,Entire home/apt,5,3.0,2.0,1.0,1 bath,55.96593,-3.1875,Broughton South,65,4.54,4.63,4.42,4.89,4.78,4.65,4.42,True,True,True,True,True
1167365386156528566,3347799,https://www.airbnb.com/rooms/1167365386156528566,Elegant and Peaceful 1 BR Escape near City Centre,https://a0.muscache.com/pictures/miso/Hosting-1167365386156528566/original/ce83537d-0869-4835-83bd-a87a78edf568.jpeg,"Nestled on the lower ground floor in one of Edinburgh’s finest crescents, this lower-ground floor charming apartment offers a perfect blend of comfort and style with easy access to Edinburgh's city centre. The flat has a spacious living room, a well-equipped kitchen, a super king-size bedroom (which can also be made up as a twin room on request), and an ensuite bathroom. <br />- Short walking distance to local cafes, restaurants, and supermarkets<br />- Easy reach to Princes Street and Old Town.",False,174.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95273600018817,-3.219060237092325,Deans Village,25,4.96,5.0,5.0,4.96,5.0,4.96,4.8,True,True,True,True,True
1167395623064531568,3347799,https://www.airbnb.com/rooms/1167395623064531568,Entire 2-Storey House with Garden in City Centre,https://a0.muscache.com/pictures/miso/Hosting-1167395623064531568/original/2dcdba12-0908-4ae0-9b26-09e03b1f37d1.jpeg,"Ideally located on a quiet yet central cobbled lane, this stunning house is your home away from home. It features a spacious living area with a well-equipped open-plan kitchen, a beautiful private garden, a super-king-sized bedroom with ensuite shower room, a king-sized bedroom, Juliet balcony, and a family bathroom. <br />- Conveniently located in city centre - near local shops and restaurants.<br />- Near Edinburgh tram stop,  Waverley Train Station.<br />- Close to Edinburgh’s top tourist destination.",True,18135.0,Entire rental unit,Entire home/apt,2,2.0,2.0,2.5,2.5 baths,55.95814677233702,-3.1881757629430885,New Town East and Gayfield,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,True,True,True,True,True
1167547529086592987,3347799,https://www.airbnb.com/rooms/1167547529086592987,Delightful 2-BR Retreat in Edinburgh Trinity,https://a0.muscache.com/pictures/miso/Hosting-1167547529086592987/original/bf97534a-50c9-49cf-9cfb-0c29b51d6ea8.jpeg,"Set on the first floor of a traditional building in the desirable Newhaven area, this charming 2-bedroom flat offers a peaceful retreat for travellers seeking a home away from home in Edinburgh. Featuring a delightful blend of modern and elegant fixtures, it boasts a spacious living room with an open-plan kitchen, bathroom, a double bedroom and a single bedroom.<br /><br />-Set in a charming newhaven road in Trinity.<br />- Modern furnishings and a fully-equipped kitchen.<br />- Local restaurants and shops  nearby.",True,18144.0,Entire rental unit,Entire home/apt,3,2.0,2.0,1.5,1.5 baths,55.97306,-3.18864,Bonnington,26,5.0,5.0,5.0,5.0,5.0,4.81,4.88,True,True,True,True,True
1167877559019797564,399808685,https://www.airbnb.com/rooms/1167877559019797564,"Flat 4 - Ensuite - Sofa Bed Only, No View",https://a0.muscache.com/pictures/prohost-api/Hosting-1167877559019797564/original/cd8d177e-145f-4d58-992d-cc9766e7f61c.jpeg,"Hi! We are lucky to live in beautiful Edinburgh year-round but you can also experience our lively, dynamic city for yourself. And why not do it in style! We are very easy going and look forward to welcoming you to our splendid apartments and the wonderful city of Edinburgh. If you have any questions at all please feel free to email us. We love to tell people about the bars, restaurants and tourists attractions that our famous city has to offer. If you love socialising, art, music, food, al",True,102.0,Private room in rental unit,Private room,2,1.0,1.0,1.0,1 private bath,55.96539532403306,-3.193399967245678,Broughton North and Powderhall,4,4.75,4.75,5.0,5.0,4.75,4.75,4.5,True,True,True,True,False
1167984747690858529,3347799,https://www.airbnb.com/rooms/1167984747690858529,Entire Charming 1BR Edinburgh Apt near city centre,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2Nzk4NDc0NzY5MDg1ODUyOQ%3D%3D/original/9c27d3f1-96b4-4ab0-a79b-d165e48e56be.jpeg,"Set on the traditional building in the desirable Stockbridge area, this charming 1-bedroom flat offers a peaceful retreat for travelers seeking a home away from home in Edinburgh. It boasts a living room, a well-equipped kitchen, a bathroom, and a king-size bedroom.<br /><br />-Set in a charming Stockbridge area<br />-Classic furnishings and a fully-equipped kitchen.<br />- Local restaurants and shops nearby.<br />- 15 - 17 minutes walk to Princes Street",True,18275.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95900070889817,-3.2113758813127387,Stockbridge,10,4.6,4.7,4.6,4.9,4.9,4.8,4.7,True,True,True,True,True
1168262716303330095,76383715,https://www.airbnb.com/rooms/1168262716303330095,Spacious Central Edinburgh Balcony Apartment,https://a0.muscache.com/pictures/hosting/Hosting-1168262716303330095/original/9c9c58fb-0e70-47d9-a0cd-49c0848c70ba.jpeg,"Centrally located, modern, family apartment in a leafy & desirable complex in Edinburgh. Short walk to beautiful Stockbridge & within walking distance of the city centre.<br />Two bedrooms: master(en-suite) & small bedroom suitable for 2 children.<br />Apartment has a wonderful balcony.<br />As this is our family home it is fully equipped with all kitchen appliances including dishwasher & coffee machine.<br />Please only request to stay if you are willing to keep our family home immaculate.<br />Free unlimited parking!",False,185.0,Entire condo,Entire home/apt,4,4.0,2.0,2.0,2 baths,55.97159,-3.22812,Boswall and Pilton,6,5.0,5.0,5.0,4.83,5.0,4.83,4.67,True,True,True,True,True
1168616973771588530,580676049,https://www.airbnb.com/rooms/1168616973771588530,The Eyrie | 2 bedrooms in Leith | Edinburgh,https://a0.muscache.com/pictures/miso/Hosting-1168616973771588530/original/8202f25c-7196-4249-b399-daca52205283.jpeg,"Located on Edinburgh Trams for direct service to EDI and Murrayfield Stadium, major Lothian Buses routes, street car parking available. <br /><br />Traditional tenement apartment in the centre of  Edinburgh. Fully renovated and restored to an exceptional standard, with flexible accommodation across two bedrooms plus optional sofabed. <br /><br />The Eyrie is in the heart of Leith, yet offers a quiet getaway with high spec amenities. Ideal for Edinburgh Festivals, Rugby, Murrayfield Concerts, Marathon and Hogmanay.",False,259.0,Entire rental unit,Entire home/apt,5,4.0,2.0,1.0,1 bath,55.96855,-3.17228,South Leith,29,5.0,5.0,5.0,5.0,5.0,4.93,5.0,True,True,True,True,True
1168623776320483699,224013251,https://www.airbnb.com/rooms/1168623776320483699,Exclusive Main door apartment,https://a0.muscache.com/pictures/hosting/Hosting-1168623776320483699/original/e29c2a44-4bfe-4655-997c-d98cf83114a5.jpeg,Abercromby Place is at the Heart of the prestigious historic New Town and is an exceptional A Grade listed apartment which has been used by our large family . There are 3 large bedrooms sleeping 7 as one room has a  double and a single so perfect for children . There is one bathroom with a large bath and shower over and an ensuite with shower room. The property also has a lovely drawing room aspect and an internal dinning area beside the kitchen .,False,700.0,Entire rental unit,Entire home/apt,7,2.0,3.0,1.0,1 bath,55.95677,-3.19586,New Town West,12,5.0,5.0,5.0,5.0,5.0,5.0,4.67,True,True,True,True,True
1168684748100781768,475982822,https://www.airbnb.com/rooms/1168684748100781768,En suite room,https://a0.muscache.com/pictures/hosting/Hosting-1168684748100781768/original/8361ca09-6b81-47a0-b99d-232dcd10d226.png,Walking distance or short tram trip to Murrayfield. En suite bathroom with shared kitchen & living space,False,400.0,Private room in rental unit,Private room,2,1.0,1.0,1.0,1 private bath,55.94191,-3.21464,Dalry and Fountainbridge,0,,,,,,,,True,False,True,False,True
1169242950179587504,576256217,https://www.airbnb.com/rooms/1169242950179587504,33 Castle Terrace - One Bedroom,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2OTI0Mjk1MDE3OTU4NzUwNA%3D%3D/original/eeb3ae52-7fd2-438f-9e5f-ce83799c59c7.jpeg,"Between a Rock and a Beautiful Place<br /><br />A timeless sanctuary in the heart of the city<br /><br />Settle into 33 Castle Terrace, a space of calm and considered elegance. Enjoy all the comforts of home and relax in Scandinavian-inspired interiors, enriched with soft textures and celebrated Scottish artwork.<br /><br />Just moments from Edinburgh Castle, we are the perfect choice for couples, families and small groups, keen to uncover the city’s wonders.",True,253.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.94692189665116,-3.202274160713205,Tollcross,73,4.79,4.81,4.92,4.77,4.59,4.96,4.62,True,True,True,True,True
1169255946850803382,576256217,https://www.airbnb.com/rooms/1169255946850803382,33 Castle Terrace 1 Bed+Sofa Bed,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2OTI1NTk0Njg1MDgwMzM4Mg%3D%3D/original/5f183e97-bd17-4ea7-b609-df11a3e5f11e.jpeg,"Between a Rock and a Beautiful Place<br /><br />A timeless sanctuary in the heart of the city<br /><br />Settle into 33 Castle Terrace, a space of calm and considered elegance. Enjoy all the comforts of home and relax in Scandinavian-inspired interiors, enriched with soft textures and celebrated Scottish artwork.<br /><br />Just moments from Edinburgh Castle, we are the perfect choice for couples, families and small groups, keen to uncover the city’s wonders.",True,362.0,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1 bath,55.94691288506072,-3.2023009828033544,Tollcross,126,4.9,4.92,4.9,4.88,4.62,4.95,4.76,True,True,True,True,True
1169275841033814612,576256217,https://www.airbnb.com/rooms/1169275841033814612,33 Castle Terrace Two Bedroom,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2OTI3NTg0MTAzMzgxNDYxMg%3D%3D/original/72434972-3074-4842-9ff1-806d9c5bc39a.jpeg,"Between a Rock and a Beautiful Place<br /><br />A timeless sanctuary in the heart of the city<br /><br />Settle into 33 Castle Terrace, a space of calm and considered elegance. Enjoy all the comforts of home and relax in Scandinavian-inspired interiors, enriched with soft textures and celebrated Scottish artwork.<br /><br />Just moments from Edinburgh Castle, we are the perfect choice for couples, families and small groups, keen to uncover the city’s wonders.",True,403.0,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1 bath,55.94691288506072,-3.2022044232788183,Tollcross,14,4.79,4.93,4.93,4.64,4.57,5.0,4.64,True,True,True,True,True
1169991462429704523,581008512,https://www.airbnb.com/rooms/1169991462429704523,Unique small space! Bedroom and Bathroom,https://a0.muscache.com/pictures/hosting/Hosting-1169991462429704523/original/4acbdb75-5bc0-4827-8035-db593e97c03c.jpeg,"Self contained unit, bedroom and bathroom only.  This space is exclusively for you.  Small space ideal for one person or fine for two (smallish!) people.  <br /><br />It’s basic but hopefully perfect for exploring the city<br /><br />Our selling point is our location!  We are right next to Carlton Hill, Holyrood Palace, Arthurs Seat and the Royal Mile<br /><br />Bedroom and bathroom only, no cooking facilities but plenty of bars and restaurants nearby.<br /> <br />Converted New Town cellar built in 1820 as part of Edinburghs New Town.",True,90.0,Tiny home,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95678413342918,-3.1738311052322388,Hillside and Calton Hill,145,4.64,4.75,4.73,4.87,4.74,4.9,4.45,True,True,False,False,False
1170033010333032876,361386,https://www.airbnb.com/rooms/1170033010333032876,"lovely light, airy double room.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3MDAzMzAxMDMzMzAzMjg3Ng==/original/0a22b116-09df-4b8e-9f98-adc068f8fffa.jpeg,"lovely, light and airy double room with access to a terrace, 8 minute walk to murrayfield stadium and 15 minute bus to Princes street. <br /><br />all the amenities you could ever need and more. <br /><br />prefect for a weekend getaway.<br /><br />the flat will be shared with my family but they are pretty house trained!",False,144.0,Private room in rental unit,Private room,2,1.0,1.0,1.0,1 shared bath,55.93659824740506,-3.240162804722786,Gorgie West,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,True,True,False,True
1170080053659288167,240219451,https://www.airbnb.com/rooms/1170080053659288167,Lovely King-size bed & Central,https://a0.muscache.com/pictures/miso/Hosting-1170080053659288167/original/e7233c4b-a4f4-4792-b8b1-ae483abc7333.jpeg,"*CHECK-IN MUST BE DONE BEFORE 10PM- THAT’S A NON-NEGOTIABLE SORRY!<br /><br />This Historical Scottish home is located just a 15 minutes walk from the East End of Princes street where all buses and trams stop if you are arriving via train or from the airport.<br /><br />Every tourist attractions is within walking distance - The flat is perfect for couples or solo travellers who are looking for an affordable, central and private place to stay in Edinburgh.",True,90.0,Private room in rental unit,Private room,2,0.0,1.0,1.0,1 shared bath,55.95660103516708,-3.172478805722674,Hillside and Calton Hill,78,4.64,4.74,4.73,4.64,4.83,4.67,4.46,True,False,True,True,True
1170332959184746200,137715851,https://www.airbnb.com/rooms/1170332959184746200,Elizabeth’s home,https://a0.muscache.com/pictures/hosting/Hosting-1170332959184746200/original/212c9699-7295-4f58-8d6b-5ad0eb90d970.jpeg,"My spacious one bedroom apartment is on the third floor, which offer free TV, free WiFi, workspace and kitchen. It is about 50 square meters, located in the center of Edinburgh. Downstairs there is a breakfast restaurant (Söderberg), coffee (Starbuck) and a supermarket (Sainburry), which makes life very convenient. <br /><br />This modern apartment is also a 15-minute walk from Edinburgh Waverley Railway station, a 17-minute walk from Edinburgh Castle and a 10-minute walk from the shop-lined Royal Mile.",False,198.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.94371320108436,-3.191593699157238,Meadows and Southside,16,4.63,4.88,4.81,4.19,4.81,4.75,4.25,True,True,True,True,True
1170378572738643948,71424486,https://www.airbnb.com/rooms/1170378572738643948,Warmth with Character in Town,https://a0.muscache.com/pictures/miso/Hosting-1170378572738643948/original/e1473649-8ade-4598-b01c-7c84c8cccceb.jpeg,"Large double bedroom with available storage. A private bathroom with Molton Brown shampoo, conditioner, body wash, hand soap & hand cream. Towels are provided as part of your stay. The court yard is available to spend time and relax. There are 2 friendly in door cats living in the main house. We are friendly and helpful hosts who will be available to answer questions and share city highlights. Other than the bedroom, private bathroom and court yard, the rest of the house is kept private.",False,127.0,Private room in condo,Private room,2,1.0,1.0,1.0,1 bath,55.96056,-3.19579,Canonmills and New Town North,38,5.0,5.0,5.0,5.0,5.0,4.97,4.92,True,False,False,False,False
1170813787901931132,170211731,https://www.airbnb.com/rooms/1170813787901931132,Edinburgh Seaside Oasis,https://a0.muscache.com/pictures/miso/Hosting-1170813787901931132/original/3c7bd0f7-3f7b-40b8-bf2c-178bbd907720.jpeg,"Stylish, modern two bedroom flat in the charming seaside town of Portobello. Set across two floors, the flat has one double bedroom, one second bedroom with a single bed and a bright spacious living room/kitchen. <br /><br />Portobello boasts a stunning beach and promenade, surrounded by plenty bars and restaurants.<br /><br />The perfect stay for Fringe goers, providing an idyllic oasis a short trip away from the hustle and bustle of the city centre with excellent transport links.",False,94.0,Entire rental unit,Entire home/apt,3,2.0,2.0,1.5,1.5 baths,55.9518,-3.11945,Portobello,0,,,,,,,,True,True,True,False,True
1170863188391035771,433451508,https://www.airbnb.com/rooms/1170863188391035771,Room in Beautiful Edinburgh with balcony,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3MDg2MzE4ODM5MTAzNTc3MQ==/original/72b39c8b-4b54-4fa9-8af1-c7e60f9e7ad5.jpeg,,False,121.0,Private room in home,Private room,2,1.0,1.0,2.0,2 baths,55.95718148364635,-3.136619813740253,Craigentinny,0,,,,,,,,True,True,True,True,False
1171200012932999713,102692249,https://www.airbnb.com/rooms/1171200012932999713,Cozy & Stylish Room in Edinburgh,https://a0.muscache.com/pictures/hosting/Hosting-1171200012932999713/original/a9959ae9-83d4-41ae-9a05-47f84e1e2a78.jpeg,"Discover the charm of my stylish flat in Leith, Edinburgh. Featuring an industrial look with Art Deco touches, original art, and lush plants, it’s a cozy haven. Enjoy a private room and bath, shared living areas, and a balcony with a swing. Located 5 minutes from parks, cafes, and trams to the city center and the airport, and 10 minutes walk from Leith Shore. Perfect for relaxing with modern comforts and vibrant surroundings. Please note this is a a room in a shared flat.",False,96.0,Private room in condo,Private room,2,1.0,1.0,1.0,1 private bath,55.97282,-3.16063,Western Harbour and Leith Docks,38,4.95,4.87,5.0,4.95,4.97,4.84,4.76,True,True,True,True,True
1171594737578054443,424279284,https://www.airbnb.com/rooms/1171594737578054443,City Centre Apartment,https://a0.muscache.com/pictures/miso/Hosting-1171594737578054443/original/c9b0bc7d-f21c-40c4-9a5f-bb26109cb2f7.jpeg,"Experience elegance and tranquility in our two-bedroom apartment, located on the first floor of a historic B-listed building. Just moments away from Princes Street, this apartment provides the ultimate city-centre convenience.<br /><br />The sophisticated design breathes new life into this landmark property, ensuring a comfortable and luxurious stay. With hand selected furnishings and artwork, the apartment exudes a serene and welcoming atmosphere, offering every detail you need for a perfect experience.",True,556.0,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2 baths,55.9515,-3.19523,"Old Town, Princes Street and Leith Street",89,4.93,4.96,4.99,4.92,4.9,4.96,4.82,True,True,True,True,True
1171683459807120900,581487595,https://www.airbnb.com/rooms/1171683459807120900,Central Old Town 2-bedroom Apartment,https://a0.muscache.com/pictures/miso/Hosting-1171683459807120900/original/6e253de7-20fa-487c-89ac-ffc53803e687.jpeg,"Our 2-bedroom apartment is in the historic heart of Edinburgh's Old Town, in a distinctive B-listed red sandstone building. <br />Only a 12-minute walk from Edinburgh Waverley Train Station, it's close to major landmarks like Edinburgh Castle, the Royal Mile, Edinburgh University, and Holyrood Palace. You'll find plenty of shops, restaurants, and bars nearby. This is an ideal place for both family vacations and business trips.",False,207.0,Entire rental unit,Entire home/apt,5,3.0,2.0,1.0,1 bath,55.9474634016164,-3.185500187835693,"Old Town, Princes Street and Leith Street",42,4.81,4.88,4.81,4.86,5.0,4.93,4.81,True,True,True,True,True
1171707709250468095,46369474,https://www.airbnb.com/rooms/1171707709250468095,Entire city centre flat,https://a0.muscache.com/pictures/hosting/Hosting-1171707709250468095/original/eb844973-7f43-45c4-8f7f-105db3e7d21c.jpeg,"Beautiful 1 bedroom ground floor Victorian flat. The property is situated in Hillside, is just off London Road and only a 15 min walk away from Princes Street. <br />The property is in a perfect location for visiting the city. It is in walking distance to Leith, Calton Hill and The Old Town. LGBT friendly.",False,80.0,Entire rental unit,Entire home/apt,2,0.0,1.0,1.0,1 bath,55.95692323862354,-3.1778922730416,Hillside and Calton Hill,0,,,,,,,,False,True,True,False,True
1171865590524361301,142957409,https://www.airbnb.com/rooms/1171865590524361301,"Great Place, ask for discounts.",https://a0.muscache.com/pictures/e464f259-1cfb-4d6a-91f8-776c8d8fde89.jpg,"This is a truly beautiful room with full access to the kitchen and your own bathroom, in a lovely area (picture postcard canal walk to city centre). Why not have a little bit of luxury at an affordable price in this comfortable, spacious and unique place.<br /><br />It is located in a nice quite suburb, off the main road so that you can get away and relax in peace and quite if you want too. <br /><br />The entire flat was refurbished 3 years ago and is in generally good condition.",False,104.0,Private room in condo,Private room,2,1.0,1.0,0.5,Private half-bath,55.9312133,-3.2302521,Shandon,0,,,,,,,,True,False,True,True,True
